drug	drug_action	KDT	KDT_name	Drug_effect_simplified
Alprostadil	agonist	5731	PTGER1	Activator
Carboprost tromethamine	agonist	5731	PTGER1	Activator
Bimatoprost	agonist	5731	PTGER1	Activator
Omidenepag isopropyl	agonist	5732	PTGER2	Activator
Misoprostol	agonist	5732	PTGER2	Activator
Dinoprostone	agonist	5732	PTGER2	Activator
Alprostadil	agonist	5732	PTGER2	Activator
Treprostinil	agonist	5732	PTGER2	Activator
Dinoprostone	agonist	5733	PTGER3	Activator
Misoprostol	agonist	5733	PTGER3	Activator
Castor oil	agonist|activator	5733	PTGER3	Activator
Bimatoprost	agonist	5733	PTGER3	Activator
Dinoprostone	agonist	5734	PTGER4	Activator
Latanoprost	agonist	5737	PTGFR	Activator
Latanoprostene bunod	agonist	5737	PTGFR	Activator
Travoprost	agonist	5737	PTGFR	Activator
Tafluprost	agonist	5737	PTGFR	Activator
Bimatoprost	agonist	5737	PTGFR	Activator
Dinoprost tromethamine	agonist	5737	PTGFR	Activator
Iloprost	agonist	5739	PTGIR	Activator
Treprostinil	agonist	5739	PTGIR	Activator
Epoprostenol	agonist	5739	PTGIR	Activator
Selexipag	agonist	5739	PTGIR	Activator
Phenylbutazone	inhibitor	5740	PTGIS	Inhibitor
Epoprostenol	inducer	5740	PTGIS	Activator
Menthyl salicylate	antagonist	5742	PTGS1	Inhibitor
Oxaprozin	inhibitor	5742	PTGS1	Inhibitor
Sulfasalazine	inhibitor	5742	PTGS1	Inhibitor
Trolamine salicylate	inhibitor	5742	PTGS1	Inhibitor
Salsalate	inhibitor	5742	PTGS1	Inhibitor
Triflusal	antagonist	5742	PTGS1	Inhibitor
Tiaprofenic acid	inhibitor	5742	PTGS1	Inhibitor
Phenylbutazone	inhibitor	5742	PTGS1	Inhibitor
Meclofenamic acid	inhibitor	5742	PTGS1	Inhibitor
Glycol salicylate	antagonist	5742	PTGS1	Inhibitor
Salicylic acid	inhibitor	5742	PTGS1	Inhibitor
Diclofenac	inhibitor	5742	PTGS1	Inhibitor
Lumiracoxib	inhibitor	5742	PTGS1	Inhibitor
Ibuprofen	inhibitor	5742	PTGS1	Inhibitor
Balsalazide	inhibitor	5742	PTGS1	Inhibitor
Acetaminophen	inhibitor	5742	PTGS1	Inhibitor
Mesalazine	inhibitor	5742	PTGS1	Inhibitor
Lornoxicam	inhibitor	5742	PTGS1	Inhibitor
Naproxen	inhibitor	5742	PTGS1	Inhibitor
Acemetacin	antagonist	5742	PTGS1	Inhibitor
Loxoprofen	antagonist	5742	PTGS1	Inhibitor
Tolfenamic acid	antagonist	5742	PTGS1	Inhibitor
Aceclofenac	inhibitor	5742	PTGS1	Inhibitor
Acetylsalicylic acid	inhibitor	5742	PTGS1	Inhibitor
Icosapent	inhibitor	5742	PTGS1	Inhibitor
Salsalate	inhibitor	5743	PTGS2	Inhibitor
Oxaprozin	inhibitor	5743	PTGS2	Inhibitor
Tolmetin	inhibitor	5743	PTGS2	Inhibitor
Mesalazine	inhibitor	5743	PTGS2	Inhibitor
Flurbiprofen	inhibitor	5743	PTGS2	Inhibitor
Pomalidomide	inhibitor	5743	PTGS2	Inhibitor
Menthyl salicylate	antagonist	5743	PTGS2	Inhibitor
Glycol salicylate	antagonist	5743	PTGS2	Inhibitor
Tenoxicam	inhibitor	5743	PTGS2	Inhibitor
Tiaprofenic acid	inhibitor	5743	PTGS2	Inhibitor
Sulfasalazine	inhibitor	5743	PTGS2	Inhibitor
Ibuprofen	inhibitor	5743	PTGS2	Inhibitor
Mefenamic acid	inhibitor	5743	PTGS2	Inhibitor
Salicylic acid	inhibitor	5743	PTGS2	Inhibitor
Fish oil	inhibitor	5743	PTGS2	Inhibitor
Ketoprofen	inhibitor	5743	PTGS2	Inhibitor
Naproxen	inhibitor	5743	PTGS2	Inhibitor
Phenylbutazone	inhibitor	5743	PTGS2	Inhibitor
Sulindac	inhibitor	5743	PTGS2	Inhibitor
Parecoxib	inhibitor	5743	PTGS2	Inhibitor
Balsalazide	inhibitor	5743	PTGS2	Inhibitor
Diflunisal	inhibitor	5743	PTGS2	Inhibitor
Acetylsalicylic acid	inhibitor	5743	PTGS2	Inhibitor
Ketorolac	inhibitor	5743	PTGS2	Inhibitor
Acemetacin	antagonist	5743	PTGS2	Inhibitor
Lumiracoxib	inhibitor	5743	PTGS2	Inhibitor
Fenoprofen	inhibitor	5743	PTGS2	Inhibitor
Icosapent	inhibitor	5743	PTGS2	Inhibitor
Meclofenamic acid	inhibitor	5743	PTGS2	Inhibitor
Dexibuprofen	inhibitor	5743	PTGS2	Inhibitor
Meloxicam	inhibitor	5743	PTGS2	Inhibitor
Indomethacin	inhibitor	5743	PTGS2	Inhibitor
Etoricoxib	inhibitor	5743	PTGS2	Inhibitor
Aceclofenac	inhibitor	5743	PTGS2	Inhibitor
Nabumetone	inhibitor	5743	PTGS2	Inhibitor
Tolfenamic acid	antagonist	5743	PTGS2	Inhibitor
Lornoxicam	inhibitor	5743	PTGS2	Inhibitor
Loxoprofen	antagonist	5743	PTGS2	Inhibitor
Celecoxib	inhibitor	5743	PTGS2	Inhibitor
Diclofenac	inhibitor	5743	PTGS2	Inhibitor
Trolamine salicylate	inhibitor	5743	PTGS2	Inhibitor
Etodolac	inhibitor	5743	PTGS2	Inhibitor
Acetaminophen	inhibitor	5743	PTGS2	Inhibitor
Piroxicam	inhibitor	5743	PTGS2	Inhibitor
Abaloparatide	ligand	5745	PTH1R	Ligand
Parathyroid hormone	activator	5746	PTH2R	Activator
Regorafenib	inhibitor	5894	RAF1	Inhibitor
Sorafenib	inhibitor	5894	RAF1	Inhibitor
Dabrafenib	inhibitor	5894	RAF1	Inhibitor
Acitretin	agonist	5914	RARA	Activator
Alitretinoin	agonist	5914	RARA	Activator
Tazarotene	agonist	5914	RARA	Activator
Acitretin	agonist	5915	RARB	Activator
Adapalene	agonist	5915	RARB	Activator
Alitretinoin	agonist	5915	RARB	Activator
Tazarotene	agonist	5915	RARB	Activator
Tazarotene	agonist	5916	RARG	Activator
Acitretin	agonist	5916	RARG	Activator
Palovarotene	agonist	5916	RARG	Activator
Adapalene	agonist	5916	RARG	Activator
Alitretinoin	agonist	5916	RARG	Activator
Trifarotene	agonist	5916	RARG	Activator
Tretinoin	agonist	5916	RARG	Activator
Aliskiren	inhibitor	5972	REN	Inhibitor
Lenvatinib	inhibitor	5979	RET	Inhibitor
Pralsetinib	inhibitor	5979	RET	Inhibitor
Cabozantinib	antagonist	5979	RET	Inhibitor
Sorafenib	inhibitor	5979	RET	Inhibitor
Selpercatinib	inhibitor	5979	RET	Inhibitor
Regorafenib	inhibitor	5979	RET	Inhibitor
Belumosudil	inhibitor	6093	ROCK1	Inhibitor
Netarsudil	inhibitor	6093	ROCK1	Inhibitor
Entrectinib	inhibitor	6098	ROS1	Inhibitor
Crizotinib	inhibitor	6098	ROS1	Inhibitor
Voretigene neparvovec	gene replacement	6121	RPE65	other
Omacetaxine mepesuccinate	antagonist	6122	RPL3	Inhibitor
Fludarabine	inhibitor	6240	RRM1	Inhibitor
Hydroxyurea	inhibitor	6240	RRM1	Inhibitor
Gemcitabine	inhibitor	6240	RRM1	Inhibitor
Clofarabine	inhibitor	6240	RRM1	Inhibitor
Cladribine	inhibitor	6240	RRM1	Inhibitor
Gallium nitrate	inhibitor	6241	RRM2	Inhibitor
Cladribine	inhibitor	6241	RRM2	Inhibitor
Adapalene	agonist	6256	RXRA	Activator
Bexarotene	agonist	6256	RXRA	Activator
Alitretinoin	agonist	6256	RXRA	Activator
Acitretin	agonist	6256	RXRA	Activator
Doconexent	activator	6256	RXRA	Activator
Adapalene	agonist	6257	RXRB	Activator
Tretinoin	agonist	6257	RXRB	Activator
Doconexent	activator	6257	RXRB	Activator
Acitretin	agonist	6257	RXRB	Activator
Tazarotene	agonist	6257	RXRB	Activator
Bexarotene	agonist	6257	RXRB	Activator
Alitretinoin	agonist	6257	RXRB	Activator
Doconexent	activator	6258	RXRG	Activator
Adapalene	agonist	6258	RXRG	Activator
Acitretin	agonist	6258	RXRG	Activator
Alitretinoin	agonist	6258	RXRG	Activator
Bexarotene	agonist	6258	RXRG	Activator
Tretinoin	agonist	6258	RXRG	Activator
Tetracaine	modulator	6261	RYR1	Inhibitor
Dantrolene	antagonist	6261	RYR1	Inhibitor
Tetracaine	modulator	6262	RYR2	Inhibitor
Permethrin	inhibitor	6323	SCN1A	Inhibitor
Phenazopyridine	inhibitor	6323	SCN1A	Inhibitor
Phenacemide	inhibitor	6323	SCN1A	Inhibitor
Phenytoin	inhibitor	6323	SCN1A	Inhibitor
Zonisamide	inhibitor	6323	SCN1A	Inhibitor
Zonisamide	inhibitor	6324	SCN1B	Inhibitor
Phenytoin	inhibitor	6326	SCN2A	Inhibitor
Tramadol	inhibitor	6326	SCN2A	Inhibitor
Zonisamide	inhibitor	6326	SCN2A	Inhibitor
Zonisamide	inhibitor	6327	SCN2B	Inhibitor
Zonisamide	inhibitor	6328	SCN3A	Inhibitor
Zonisamide	inhibitor	6329	SCN4A	Inhibitor
Zonisamide	inhibitor	6330	SCN4B	Inhibitor
Quinidine	inhibitor	6331	SCN5A	Inhibitor
Quinidine barbiturate	inhibitor	6331	SCN5A	Inhibitor
Phenytoin	inhibitor	6331	SCN5A	Inhibitor
Propafenone	inhibitor	6331	SCN5A	Inhibitor
Ajmaline	inhibitor	6331	SCN5A	Inhibitor
Dronedarone	inhibitor	6331	SCN5A	Inhibitor
Riluzole	inhibitor	6331	SCN5A	Inhibitor
Vernakalant	blocker	6331	SCN5A	Inhibitor
Disopyramide	inhibitor	6331	SCN5A	Inhibitor
Tocainide	inhibitor	6331	SCN5A	Inhibitor
Zonisamide	inhibitor	6331	SCN5A	Inhibitor
Cinchocaine	inhibitor	6331	SCN5A	Inhibitor
Mexiletine	inhibitor	6331	SCN5A	Inhibitor
Ethotoin	inhibitor	6331	SCN5A	Inhibitor
Prilocaine	inhibitor	6331	SCN5A	Inhibitor
Fosphenytoin	inhibitor	6331	SCN5A	Inhibitor
Lidocaine	inhibitor	6331	SCN5A	Inhibitor
Indecainide	inhibitor	6331	SCN5A	Inhibitor
Phenytoin	inhibitor	6334	SCN8A	Inhibitor
Lidocaine	inhibitor	6335	SCN9A	Inhibitor
Zonisamide	inhibitor	6335	SCN9A	Inhibitor
Mepivacaine	inhibitor	6336	SCN10A	Inhibitor
Dyclonine	inhibitor	6336	SCN10A	Inhibitor
Benzocaine	inhibitor	6336	SCN10A	Inhibitor
Cinchocaine	inhibitor	6336	SCN10A	Inhibitor
Proparacaine	inhibitor	6336	SCN10A	Inhibitor
Procaine	inhibitor	6336	SCN10A	Inhibitor
Lidocaine	inhibitor	6336	SCN10A	Inhibitor
Bupivacaine	inhibitor	6336	SCN10A	Inhibitor
Ropivacaine	inhibitor	6336	SCN10A	Inhibitor
Oxybuprocaine	inhibitor	6336	SCN10A	Inhibitor
Levobupivacaine	inhibitor	6336	SCN10A	Inhibitor
Triamterene	inhibitor	6337	SCNN1A	Inhibitor
Amiloride	inhibitor	6337	SCNN1A	Inhibitor
Amiloride	inhibitor	6338	SCNN1B	Inhibitor
Triamterene	inhibitor	6338	SCNN1B	Inhibitor
Amiloride	inhibitor	6339	SCNN1D	Inhibitor
Triamterene	inhibitor	6340	SCNN1G	Inhibitor
Amiloride	inhibitor	6340	SCNN1G	Inhibitor
Secretin human	ligand	6344	SCTR	Ligand
Ubidecarenone	cofactor	6389	SDHA	other
Crizanlizumab	inhibitor	6403	SELP	Inhibitor
Tamoxifen	inducer	6462	SHBG	Activator
Acarbose	inhibitor	6476	SI	Inhibitor
Tebentafusp	binder	6490	PMEL	Ligand
Fluciclovine (18F)	binder	6510	SLC1A5	Ligand
Sotagliflozin	inhibitor	6523	SLC5A1	Inhibitor
Ertugliflozin	antagonist	6524	SLC5A2	Inhibitor
Sotagliflozin	inhibitor	6524	SLC5A2	Inhibitor
Empagliflozin	inhibitor	6524	SLC5A2	Inhibitor
Dapagliflozin	antagonist|inhibitor	6524	SLC5A2	Activator
Canagliflozin	inhibitor	6524	SLC5A2	Inhibitor
Potassium perchlorate	inhibitor	6528	SLC5A5	Inhibitor
Iodine	substrate	6528	SLC5A5	Activator
Tiagabine	inhibitor	6529	SLC6A1	Inhibitor
Phentermine	inhibitor	6530	SLC6A2	Inhibitor
Desipramine	inhibitor	6530	SLC6A2	Inhibitor
Duloxetine	inhibitor	6530	SLC6A2	Inhibitor
Dosulepin	inhibitor	6530	SLC6A2	Inhibitor
Netarsudil	inhibitor	6530	SLC6A2	Inhibitor
Dexmethylphenidate	inhibitor	6530	SLC6A2	Inhibitor
Nortriptyline	inhibitor	6530	SLC6A2	Inhibitor
Debrisoquine	inducer	6530	SLC6A2	Activator
Bupropion	inhibitor	6530	SLC6A2	Inhibitor
Pseudoephedrine	inhibitor	6530	SLC6A2	Inhibitor
Serdexmethylphenidate	inhibitor	6530	SLC6A2	Inhibitor
Protriptyline	inhibitor	6530	SLC6A2	Inhibitor
Venlafaxine	inhibitor	6530	SLC6A2	Inhibitor
Tapentadol	inhibitor	6530	SLC6A2	Inhibitor
Trimipramine	inhibitor	6530	SLC6A2	Inhibitor
Maprotiline	inhibitor	6530	SLC6A2	Inhibitor
Levomilnacipran	inhibitor	6530	SLC6A2	Inhibitor
Phendimetrazine	negative modulator	6530	SLC6A2	Inhibitor
Imipramine	inhibitor	6530	SLC6A2	Inhibitor
Dextroamphetamine	negative modulator	6530	SLC6A2	Inhibitor
Amitriptyline	inhibitor	6530	SLC6A2	Inhibitor
Desvenlafaxine	inhibitor	6530	SLC6A2	Inhibitor
Orphenadrine	inhibitor	6530	SLC6A2	Inhibitor
Atomoxetine	inhibitor	6530	SLC6A2	Inhibitor
Diethylpropion	inhibitor	6530	SLC6A2	Inhibitor
Guanadrel	partial agonist	6530	SLC6A2	Modulator
Milnacipran	inhibitor	6530	SLC6A2	Inhibitor
Reboxetine	inhibitor	6530	SLC6A2	Inhibitor
Cocaine	inhibitor	6530	SLC6A2	Inhibitor
Mazindol	inhibitor	6530	SLC6A2	Inhibitor
Phenmetrazine	inhibitor	6530	SLC6A2	Inhibitor
Doxepin	inhibitor	6530	SLC6A2	Inhibitor
Guanethidine	inducer	6530	SLC6A2	Activator
Tramadol	inhibitor	6530	SLC6A2	Inhibitor
Dextroamphetamine	negative modulator	6531	SLC6A3	Inhibitor
Bupropion	inhibitor	6531	SLC6A3	Inhibitor
Serdexmethylphenidate	inhibitor	6531	SLC6A3	Inhibitor
Cocaine	inhibitor	6531	SLC6A3	Inhibitor
Procaine	inhibitor	6531	SLC6A3	Inhibitor
Pseudoephedrine	inhibitor	6531	SLC6A3	Inhibitor
Amphetamine	negative modulator	6531	SLC6A3	Inhibitor
Armodafinil	antagonist|inhibitor	6531	SLC6A3	Activator
Dexmethylphenidate	inhibitor	6531	SLC6A3	Inhibitor
Phenmetrazine	inhibitor	6531	SLC6A3	Inhibitor
Dopamine	inducer	6531	SLC6A3	Activator
Phentermine	inhibitor	6531	SLC6A3	Inhibitor
Methylphenidate	inhibitor	6531	SLC6A3	Inhibitor
Mazindol	inhibitor	6531	SLC6A3	Inhibitor
Diethylpropion	inhibitor	6531	SLC6A3	Inhibitor
Benzatropine	inhibitor	6531	SLC6A3	Inhibitor
Modafinil	inhibitor	6531	SLC6A3	Inhibitor
Vilazodone	inhibitor	6532	SLC6A4	Inhibitor
Levomilnacipran	inhibitor	6532	SLC6A4	Inhibitor
Fluvoxamine	inhibitor	6532	SLC6A4	Inhibitor
Amoxapine	inhibitor	6532	SLC6A4	Inhibitor
Amitriptyline	inhibitor	6532	SLC6A4	Inhibitor
Escitalopram	inhibitor	6532	SLC6A4	Inhibitor
Venlafaxine	inhibitor	6532	SLC6A4	Inhibitor
Vortioxetine	inhibitor	6532	SLC6A4	Inhibitor
Dosulepin	inhibitor	6532	SLC6A4	Inhibitor
Desipramine	inhibitor	6532	SLC6A4	Inhibitor
Tramadol	inhibitor	6532	SLC6A4	Inhibitor
Mazindol	inhibitor	6532	SLC6A4	Inhibitor
Imipramine	inhibitor	6532	SLC6A4	Inhibitor
Desvenlafaxine	inhibitor	6532	SLC6A4	Inhibitor
Clomipramine	inhibitor	6532	SLC6A4	Inhibitor
Milnacipran	inhibitor	6532	SLC6A4	Inhibitor
Protriptyline	inhibitor	6532	SLC6A4	Inhibitor
Cocaine	inhibitor	6532	SLC6A4	Inhibitor
Sertraline	inhibitor|binder|downregulator	6532	SLC6A4	Inhibitor
Lorpiprazole	antagonist	6532	SLC6A4	Inhibitor
Citalopram	inhibitor	6532	SLC6A4	Inhibitor
Trimipramine	inhibitor	6532	SLC6A4	Inhibitor
Pseudoephedrine	inhibitor	6532	SLC6A4	Inhibitor
Phentermine	inhibitor	6532	SLC6A4	Inhibitor
Doxepin	inhibitor	6532	SLC6A4	Inhibitor
Lumateperone	inhibitor	6532	SLC6A4	Inhibitor
Paroxetine	inhibitor	6532	SLC6A4	Inhibitor
Duloxetine	inhibitor	6532	SLC6A4	Inhibitor
Trazodone	inhibitor	6532	SLC6A4	Inhibitor
Fluoxetine	inhibitor	6532	SLC6A4	Inhibitor
Nortriptyline	inhibitor	6532	SLC6A4	Inhibitor
Creatine	unknown	6535	SLC6A8	other
Icosapent	inhibitor	6546	SLC8A1	Inhibitor
Dronedarone	inhibitor	6546	SLC8A1	Inhibitor
Tenapanor	inhibitor	6550	SLC9A3	Inhibitor
Bulevirtide	inhibitor	6554	SLC10A1	Inhibitor
Maralixibat	inhibitor	6555	SLC10A2	Inhibitor
Odevixibat	inhibitor	6555	SLC10A2	Inhibitor
Torasemide	inhibitor	6557	SLC12A1	Inhibitor
Furosemide	inhibitor	6557	SLC12A1	Inhibitor
Bumetanide	inhibitor	6557	SLC12A1	Inhibitor
Chlorthalidone	inhibitor	6557	SLC12A1	Inhibitor
Quinethazone	inhibitor	6557	SLC12A1	Inhibitor
Etacrynic acid	inhibitor	6557	SLC12A1	Inhibitor
Torasemide	inhibitor	6558	SLC12A2	Inhibitor
Bumetanide	inhibitor	6558	SLC12A2	Inhibitor
Quinethazone	inhibitor	6558	SLC12A2	Inhibitor
Benzthiazide	inhibitor	6559	SLC12A3	Inhibitor
Hydrochlorothiazide	inhibitor	6559	SLC12A3	Inhibitor
Quinethazone	inhibitor	6559	SLC12A3	Inhibitor
Metolazone	inhibitor	6559	SLC12A3	Inhibitor
Bendroflumethiazide	inhibitor	6559	SLC12A3	Inhibitor
Indapamide	inhibitor	6559	SLC12A3	Inhibitor
Polythiazide	inhibitor	6559	SLC12A3	Inhibitor
Trichlormethiazide	inhibitor	6559	SLC12A3	Inhibitor
Chlorothiazide	inhibitor	6559	SLC12A3	Inhibitor
Bumetanide	inhibitor	6560	SLC12A4	Inhibitor
Isometheptene	inhibitor	6571	SLC18A2	Inhibitor
Amphetamine	inhibitor	6571	SLC18A2	Inhibitor
Deutetrabenazine	inhibitor	6571	SLC18A2	Inhibitor
Propylhexedrine	unknown	6571	SLC18A2	other
Benzphetamine	inducer	6571	SLC18A2	Activator
Dextroamphetamine	inducer	6571	SLC18A2	Activator
Deserpidine	inhibitor	6571	SLC18A2	Inhibitor
Tetrabenazine	inhibitor	6571	SLC18A2	Inhibitor
Nusinersen	antisense oligonucleotide	6606	SMN1	Activator
Vismodegib	antagonist	6608	SMO	Inhibitor
Glasdegib	inhibitor	6608	SMO	Inhibitor
Letibotulinumtoxina	cleavage	6616	SNAP25	Inhibitor
Botulinum toxin type A	inhibitor	6616	SNAP25	Inhibitor
Ezetimibe	inhibitor	6646	SOAT1	Inhibitor
Butenafine	inhibitor	6713	SQLE	Inhibitor
Naftifine	inhibitor	6713	SQLE	Inhibitor
Dasatinib	multitarget	6714	SRC	Inhibitor
Tirbanibulin	inhibitor	6714	SRC	Inhibitor
Norgestrel	inhibitor	6715	SRD5A1	Inhibitor
Dutasteride	inhibitor	6715	SRD5A1	Inhibitor
Levonorgestrel	inhibitor	6715	SRD5A1	Inhibitor
Finasteride	inhibitor	6716	SRD5A2	Inhibitor
Dutasteride	inhibitor	6716	SRD5A2	Inhibitor
Azelaic acid	inhibitor	6716	SRD5A2	Inhibitor
Azelaic acid	inhibitor	6718	AKR1D1	Inhibitor
Lutetium Lu 177 dotatate	agonist	6751	SSTR1	Activator
Edotreotide gallium Ga-68	ligand	6751	SSTR1	Ligand
Somatostatin	agonist	6751	SSTR1	Activator
Lutetium Lu 177 dotatate	agonist	6752	SSTR2	Activator
Edotreotide gallium Ga-68	ligand	6752	SSTR2	Ligand
Copper oxodotreotide Cu-64	binder	6752	SSTR2	Ligand
Somatostatin	agonist	6752	SSTR2	Activator
Dotatate gallium Ga-68	binder	6752	SSTR2	Ligand
Somatostatin	agonist	6753	SSTR3	Activator
Edotreotide gallium Ga-68	ligand	6753	SSTR3	Ligand
Lutetium Lu 177 dotatate	agonist	6753	SSTR3	Activator
Lutetium Lu 177 dotatate	agonist	6754	SSTR4	Activator
Somatostatin	agonist	6754	SSTR4	Activator
Somatostatin	agonist	6755	SSTR5	Activator
Edotreotide gallium Ga-68	ligand	6755	SSTR5	Ligand
Lutetium Lu 177 dotatate	agonist	6755	SSTR5	Activator
Omega-3-carboxylic acids	potentiator	6785	ELOVL4	Activator
Glipizide	inhibitor	6833	ABCC8	Inhibitor
Glimepiride	inducer	6833	ABCC8	Activator
Gliquidone	inhibitor	6833	ABCC8	Inhibitor
Gliclazide	binder	6833	ABCC8	Ligand
Chlorpropamide	inhibitor	6833	ABCC8	Inhibitor
Repaglinide	inhibitor	6833	ABCC8	Inhibitor
Tolbutamide	inhibitor	6833	ABCC8	Inhibitor
Nateglinide	inhibitor	6833	ABCC8	Inhibitor
Botulinum toxin type B	binder	6843	VAMP1	Ligand
Botulinum toxin type B	binder	6844	VAMP2	Ligand
Fostamatinib	inhibitor	6850	SYK	Inhibitor
Fosnetupitant	antagonist	6869	TACR1	Inhibitor
Aprepitant	antagonist	6869	TACR1	Inhibitor
Rolapitant	antagonist	6869	TACR1	Inhibitor
Netupitant	antagonist	6869	TACR1	Inhibitor
Ripretinib	inhibitor	7010	TEK	Inhibitor
Regorafenib	inhibitor	7010	TEK	Inhibitor
Dalteparin	inhibitor	7035	TFPI	Inhibitor
Andexanet alfa	inhibitor	7035	TFPI	Inhibitor
Ferric cation	agonist	7037	TFRC	Activator
Tetraferric tricitrate decahydrate	ligand	7037	TFRC	Ligand
Terazosin	inducer	7040	TGFB1	Activator
Foreskin keratinocyte (neonatal)	agonist	7040	TGFB1	Activator
Foreskin keratinocyte (neonatal)	agonist	7048	TGFBR2	Activator
Metyrosine	binder	7054	TH	Ligand
Sapropterin	cofactor	7054	TH	other
Liotrix	agonist	7067	THRA	Activator
Liothyronine	agonist	7067	THRA	Activator
Dextrothyroxine	agonist	7067	THRA	Activator
Levothyroxine	agonist	7067	THRA	Activator
Levothyroxine	agonist	7068	THRB	Activator
Liotrix	agonist	7068	THRB	Activator
Dextrothyroxine	agonist	7068	THRB	Activator
Liothyronine	agonist	7068	THRB	Activator
Brivudine	substrate	7084	TK2	Activator
Adapalene	antagonist	7097	TLR2	Inhibitor
Tuberculin purified protein derivative	ligand	7097	TLR2	Ligand
Mifamurtide	ligand	7099	TLR4	Ligand
Pomalidomide	inhibitor	7124	TNF	Inhibitor
Glycyrrhizic acid	antagonist	7124	TNF	Inhibitor
Golimumab	antibody	7124	TNF	Modulator
Foreskin keratinocyte (neonatal)	agonist	7124	TNF	Activator
Adalimumab	inhibitor|antibody	7124	TNF	Inhibitor
Infliximab	inhibitor	7124	TNF	Inhibitor
Etanercept	inhibitor|antibody	7124	TNF	Inhibitor
Certolizumab pegol	neutralizer	7124	TNF	other
Tasonermin	agonist	7132	TNFRSF1A	Activator
Levosimendan	potentiator	7134	TNNC1	Activator
Sacituzumab govitecan	inhibitor	7150	TOP1	Inhibitor
Trastuzumab deruxtecan	inhibitor	7150	TOP1	Inhibitor
Topotecan	inhibitor	7150	TOP1	Inhibitor
Doxorubicin	inhibitor	7150	TOP1	Inhibitor
Sodium stibogluconate	inhibitor	7150	TOP1	Inhibitor
Irinotecan	inhibitor	7150	TOP1	Inhibitor
Amsacrine	inhibitor	7153	TOP2A	Inhibitor
Idarubicin	inhibitor	7153	TOP2A	Inhibitor
Finafloxacin	inhibitor	7153	TOP2A	Inhibitor
Mitoxantrone	inhibitor	7153	TOP2A	Inhibitor
Teniposide	inhibitor	7153	TOP2A	Inhibitor
Etoposide	inhibitor	7153	TOP2A	Inhibitor
Doxorubicin	inhibitor	7153	TOP2A	Inhibitor
Podofilox	inhibitor	7153	TOP2A	Inhibitor
Daunorubicin	inhibitor	7153	TOP2A	Inhibitor
Valrubicin	inhibitor	7153	TOP2A	Inhibitor
Doxorubicin	inhibitor	7155	TOP2B	Inhibitor
Daunorubicin	inhibitor	7155	TOP2B	Inhibitor
Telotristat ethyl	antagonist	7166	TPH1	Inhibitor
Sapropterin	cofactor	7166	TPH1	other
Olsalazine	inhibitor	7172	TPMT	Inhibitor
Carbimazole	inhibitor	7173	TPO	Inhibitor
Propylthiouracil	inhibitor	7173	TPO	Inhibitor
Methimazole	substrate|inhibitor	7173	TPO	Activator
Protirelin	ligand	7201	TRHR	Ligand
Thyrotropin alfa	agonist	7253	TSHR	Activator
Tafamidis	chaperone	7276	TTR	other
Cabazitaxel	binder	7277	TUBA4A	Ligand
Podofilox	inhibitor	7277	TUBA4A	Inhibitor
Vinblastine	binder	7283	TUBG1	Ligand
Arsenic trioxide	inhibitor	7296	TXNRD1	Inhibitor
Ruxolitinib	inhibitor	7297	TYK2	Inhibitor
Deucravacitinib	inhibitor	7297	TYK2	Inhibitor
Tegafur-uracil	antagonist	7298	TYMS	Inhibitor
Capecitabine	inhibitor	7298	TYMS	Inhibitor
Methotrexate	inhibitor	7298	TYMS	Inhibitor
Tegafur	inhibitor	7298	TYMS	Inhibitor
Trifluridine	inhibitor	7298	TYMS	Inhibitor
Pemetrexed	inhibitor	7298	TYMS	Inhibitor
Fluorouracil	unknown	7298	TYMS	other
Floxuridine	unknown	7298	TYMS	other
Raltitrexed	inhibitor	7298	TYMS	Inhibitor
Hydroquinone	inhibitor	7299	TYR	Inhibitor
Azelaic acid	inhibitor	7299	TYR	Inhibitor
Arbutin	inhibitor	7299	TYR	Inhibitor
Miglustat	inhibitor	7357	UGCG	Inhibitor
Eliglustat	inhibitor	7357	UGCG	Inhibitor
Alfacalcidol	agonist	7421	VDR	Activator
Ergocalciferol	agonist	7421	VDR	Activator
Calcitriol	antagonist	7421	VDR	Inhibitor
Cholecalciferol	agonist	7421	VDR	Activator
Dihydrotachysterol	agonist	7421	VDR	Activator
Paricalcitol	agonist	7421	VDR	Activator
Calcifediol	agonist	7421	VDR	Activator
Pegaptanib	antagonist	7422	VEGFA	Inhibitor
Ranibizumab	antibody	7422	VEGFA	Modulator
Aflibercept	binder	7422	VEGFA	Ligand
Brolucizumab	inhibitor	7422	VEGFA	Inhibitor
Faricimab	antagonist	7422	VEGFA	Inhibitor
Bevacizumab	unknown	7422	VEGFA	other
Foreskin keratinocyte (neonatal)	agonist	7422	VEGFA	Activator
Dalteparin	inhibitor	7422	VEGFA	Inhibitor
Aflibercept	binder	7423	VEGFB	Ligand
Capsaicin	agonist|regulator	7442	TRPV1	Activator
alpha-Linolenic acid	inhibitor	7442	TRPV1	Inhibitor
Capsicum oleoresin	agonist|activator	7442	TRPV1	Activator
Zucapsaicin	agonist|activator	7442	TRPV1	Activator
"Antihemophilic factor, human recombinant"	binder	7450	VWF	Ligand
Efmoroctocog alfa	binding	7450	VWF	Ligand
Moroctocog alfa	binder	7450	VWF	Ligand
Simoctocog alfa	binding	7450	VWF	Ligand
Rurioctocog alfa pegol	binder	7450	VWF	Ligand
